Pond,Crop ID,Hectares,Stocking Date,Stocking,SD(psm),Sampling Date,DOC,Week,ABW,Weekly Inc,AWG(g),AWG 1,AWG 2,AWG 3,FCR,TCF,Weekly TCF(kg),BM,BM 1,ABW 1,BM 2,ABW 2,BM 3,ABW 3,Survival,Survival  Rate,status,spanningYear,cycle
I6,F2I06C12025.23,6.0,07-09-2025,1201501,20,29-10-2025,52,7.4,12.18,0.35,1.64,4.2,2.67,1.34,0.61,7462.0,1602.0,12292.8,14311.32,14.2,16329.84,16.2,18348.37,18.2,1009260.84,84%,ACTIVE,2025-2026,1.0
I9,F2I09C12024.22,6.0,28-11-2024,1089139,18,13-03-2025,105,15.0,21.1,1.66,1.41,1.64,1.78,2.52,1.38,28475.0,3260.0,20682.8,22643.2,23.1,24603.65,25.1,26564.1,27.1,980225.1,90%,HARVESTED,2024-2025,1.0
I9,F2I09C12025.23,6.0,07-09-2025,1200420,20,30-10-2025,53,7.6,12.95,0.12,1.71,3.67,2.16,3.04,0.46,5947.0,1143.0,12902.7,14895.41,14.9,16888.1,16.9,18880.8,18.9,996348.6,83%,ACTIVE,2025-2026,1.0
I10,F2I10C12024.23,6.0,29-11-2024,983792,16,08-05-2025,160,22.9,28.98,1.26,1.27,2.06,1.68,1.07,4.48,38321.0,0.0,8553.1,9143.37,31.0,9733.64,33.0,10323.92,35.0,295137.6,30%,HARVESTED,2024-2025,1.0
I10,F2I10C12025.24,6.0,08-09-2025,1200666,20,30-10-2025,52,7.4,11.41,0.3,1.54,3.27,0.13,3.75,0.67,7486.0,1652.0,11233.7,13202.76,13.4,15171.85,15.4,17140.95,17.4,984546.12,82%,ACTIVE,2025-2026,1.0
I11,F2I11C12024.22,6.0,29-11-2024,1085837,18,03-04-2025,125,17.9,23.54,0.83,1.32,2.03,1.24,0.98,1.54,35371.0,2745.0,23004.5,24959.05,25.5,26913.55,27.5,28868.06,29.5,977253.3,90%,HARVESTED,2024-2025,1.0
I11,F2I11C12025.23,6.0,08-09-2025,1198208,20,30-10-2025,52,7.4,12.18,0.24,1.64,3.81,2.21,1.98,0.63,7486.0,1872.0,11967.2,13932.28,14.2,15897.34,16.2,17862.4,18.2,982530.56,82%,ACTIVE,2025-2026,1.0
I8,F2I08C12024.23,6.0,29-11-2024,983432,16,13-03-2025,104,14.9,21.13,0.52,1.42,1.59,1.7,2.45,2.01,25009.0,2826.0,12468.0,13648.07,23.1,14828.19,25.1,16008.31,27.1,590059.2,60%,HARVESTED,2024-2025,1.0
I8,F2I08C12025.24,6.0,07-09-2025,1199183,20,30-10-2025,53,7.6,12.8,0.4,1.69,3.95,1.53,2.92,0.59,7382.0,1579.0,12893.6,14836.3,14.8,16778.97,16.8,18721.65,18.8,971338.23,84%,ACTIVE,2025-2026,1.0
I12,F2I12C12024.22,6.0,29-11-2024,1085512,18,15-05-2025,167,23.9,31.81,1.56,1.33,1.29,2.7,1.7,3.14,37909.0,725.0,12085.5,12845.41,33.8,13605.27,35.8,14365.13,37.8,379929.2,35%,HARVESTED,2024-2025,1.0
I12,F2I12C12025.23,6.0,08-09-2025,1197718,20,30-10-2025,52,7.4,11.55,0.3,1.55,5.02,0.61,2.08,0.56,6289.0,1146.0,11205.3,13145.55,13.6,15085.86,15.6,17026.16,17.6,970151.58,81%,ACTIVE,2025-2026,1.0
I13,F2I13C12024.22,6.0,12-12-2024,1082448,18,01-05-2025,140,20.0,30.76,1.13,1.54,2.3,1.48,2.0,2.52,37817.0,1298.0,14983.3,15957.45,32.8,16931.66,34.8,17905.86,36.8,487101.6,45%,HARVESTED,2024-2025,1.0
I13,F2I13C12025.23,6.0,08-09-2025,1200385,20,30-10-2025,52,7.4,11.08,0.08,1.49,3.71,1.2,2.69,0.6,6915.0,1389.0,11438.2,13502.89,13.1,15567.55,15.1,17632.22,17.1,1032331.1,86%,ACTIVE,2025-2026,1.0
I14,F2I14C12024.22,6.0,12-12-2024,1083870,18,08-05-2025,147,21.0,29.13,1.26,1.39,1.32,2.55,1.24,1.98,40690.0,1429.0,20522.5,21931.57,31.1,23340.6,33.1,24749.63,35.1,704515.5,65%,HARVESTED,2024-2025,1.0
I14,F2I14C12025.23,6.0,08-09-2025,1197587,20,30-10-2025,52,7.4,10.86,0.3,1.46,4.69,0.75,1.6,0.67,7511.0,1711.0,11185.0,13244.83,12.9,15304.68,14.9,17364.53,16.9,1029924.82,86%,ACTIVE,2025-2026,1.0
H1,F2H01C12024.22,6.0,24-11-2024,1084643,18,05-03-2025,101,14.4,22.29,1.96,1.54,1.53,1.89,2.61,1.47,24494.0,3147.0,16681.9,18178.73,24.3,19675.53,26.3,21172.34,28.3,748403.67,69%,HARVESTED,2024-2025,1.0
H1,F2H01C12025.23,6.0,06-09-2025,1199350,20,29-10-2025,53,7.6,14.24,1.5,1.88,3.39,2.44,2.16,0.49,6479.0,1094.0,13321.4,15192.41,16.2,17063.39,18.2,18934.38,20.2,935493.0,78%,ACTIVE,2025-2026,1.0
H2,F2H02C12024.22,6.0,26-11-2024,1085746,18,16-04-2025,141,20.1,28.13,0.43,1.40,2.5,0.17,2.94,4.44,33931.0,784.0,7635.5,8178.38,30.1,8721.26,32.1,9264.13,34.1,271436.5,25%,HARVESTED,2024-2025,1.0
H2,F2H02C12025.23,6.0,06-09-2025,1199788,20,29-10-2025,53,7.6,10.49,1.31,1.39,2.11,1.38,1.55,0.64,6545.0,1287.0,10194.5,12138.14,12.5,14081.79,14.5,16025.45,16.5,971828.28,81%,ACTIVE,2025-2026,1.0
H3,F2H03C12024.22,6.0,24-11-2024,1084285,18,12-03-2025,108,15.4,21.76,1.22,1.41,1.93,1.42,3.11,1.42,28880.0,3216.0,20290.9,22155.85,23.8,24020.82,25.8,25885.79,27.8,932485.1,86%,HARVESTED,2024-2025,1.0
H3,F2H03C12025.23,6.0,06-09-2025,1199002,20,29-10-2025,53,7.6,11.53,1.34,1.52,1.96,1.48,2.18,0.71,7798.0,1878.0,10921.4,12815.77,13.5,14710.2,15.5,16604.62,17.5,947211.58,79%,ACTIVE,2025-2026,1.0
H4,F2H04C12024.22,6.0,23-11-2024,1083002,18,05-03-2025,102,14.6,21.92,2.05,1.50,2.57,1.55,1.95,1.43,26088.0,3564.0,18279.3,19947.16,23.9,21614.99,25.9,23282.81,27.9,833911.54,77%,HARVESTED,2024-2025,1.0
H4,F2H04C12025.23,6.0,06-09-2025,1198055,20,29-10-2025,53,7.6,11.73,1.35,1.55,2.83,1.84,1.66,0.59,6429.0,1129.0,10821.0,12665.95,13.7,14510.96,15.7,16355.96,17.7,922502.35,77%,ACTIVE,2025-2026,1.0
H5,F2H05C12024.22,6.0,26-11-2024,1082988,18,12-03-2025,106,15.1,20.44,1.76,1.35,1.63,1.75,1.87,1.78,25946.0,2590.0,14609.9,16039.48,22.4,17469.03,24.4,18898.57,26.4,714772.08,66%,HARVESTED,2024-2025,1.0
H5,F2H05C12025.23,6.0,06-09-2025,1200666,20,29-10-2025,53,7.6,10.76,1.33,1.42,2.1,1.13,1.9,0.68,6961.0,1148.0,10206.1,12103.19,12.8,14000.24,14.8,15897.3,16.8,948526.14,79%,ACTIVE,2025-2026,1.0
H6,F2H06C12024.22,6.0,23-11-2024,1084440,18,05-03-2025,102,14.6,21.84,1.55,1.50,2.29,2.13,1.57,1.45,26817.0,3554.0,18473.7,20165.38,23.8,21857.1,25.8,23548.83,27.8,845863.2,78%,HARVESTED,2024-2025,1.0
H6,F2H06C12025.23,6.0,06-09-2025,1198890,20,29-10-2025,53,7.6,10.47,1.25,1.38,1.61,1.33,2.02,0.76,7596.0,1573.0,10041.9,11960.12,12.5,13878.35,14.5,15796.57,16.5,959112.0,80%,ACTIVE,2025-2026,1.0
H7,F2H07C12024.22,6.0,26-11-2024,1083264,18,17-07-2025,233,33.3,18.53,0.07,0.56,1.74,0.36,1.27,2.15,38045.0,3417.0,17664.1,19570.68,20.5,21477.23,22.5,23383.77,24.5,953272.32,88%,HARVESTED,2024-2025,1.0
H7,F2H07C12025.23,6.0,06-09-2025,1198420,20,30-10-2025,54,7.7,11.67,1.47,1.51,2.08,1.2,1.42,0.61,6978.0,1188.0,11468.2,13433.57,13.7,15398.98,15.7,17364.39,17.7,982704.4,82%,ACTIVE,2025-2026,1.0
H8,F2H08C12024.22,6.0,26-11-2024,1083750,18,15-05-2025,170,24.3,25.89,0.27,1.07,0.27,0.72,1.9,2.22,40465.0,0.0,18237.9,19646.76,27.9,21055.64,29.9,22464.51,31.9,704437.5,65%,HARVESTED,2024-2025,1.0
H8,F2H08C12025.23,6.0,06-09-2025,1198575,20,30-10-2025,54,7.7,11.64,1.33,1.51,1.79,1.86,1.66,0.62,7005.0,1372.0,11300.6,13242.33,13.6,15184.02,15.6,17125.71,17.6,970845.75,81%,ACTIVE,2025-2026,1.0
H9,F2H09C12024.22,6.0,27-11-2024,1084947,18,17-04-2025,141,20.1,20.8,0.08,1.03,1.79,0.14,0.31,2.61,39490.0,2004.0,15119.8,16573.65,22.8,18027.48,24.8,19481.31,26.8,726914.49,67%,HARVESTED,2024-2025,1.0
H9,F2H09C12025.23,6.0,06-09-2025,1197869,20,30-10-2025,54,7.7,12.57,2.09,1.63,2.43,1.63,1.57,0.56,7047.0,1296.0,12648.1,14660.48,14.6,16672.9,16.6,18685.32,18.6,1006209.96,84%,ACTIVE,2025-2026,1.0
H10,F2H10C12024.22,6.0,27-11-2024,1082411,18,03-04-2025,127,18.1,21.87,1.2,1.21,2.14,2.32,1.34,1.99,36298.0,3140.0,18227.7,19894.6,23.9,21561.52,25.9,23228.43,27.9,833456.47,77%,HARVESTED,2024-2025,1.0
H10,F2H10C12025.23,6.0,06-09-2025,1200420,20,30-10-2025,54,7.7,11.96,1.38,1.55,1.67,2.04,1.73,0.57,6410.0,1029.0,11198.5,13071.14,14.0,14943.79,16.0,16816.45,18.0,936327.6,78%,ACTIVE,2025-2026,1.0
H11,F2H11C12024.22,6.0,27-11-2024,1084020,18,01-05-2025,155,22.1,28.8,1.33,1.30,1.34,1.0,0.38,2.09,41205.0,0.0,19668.5,21034.33,30.8,22400.19,32.8,23766.06,34.8,682932.6,63%,HARVESTED,2024-2025,1.0
H11,F2H11C12025.23,6.0,06-09-2025,1197654,20,30-10-2025,54,7.7,13.04,2.01,1.69,2.64,1.64,1.41,0.52,6718.0,1169.0,12806.3,14770.42,15.0,16734.58,17.0,18698.73,19.0,982076.28,82%,ACTIVE,2025-2026,1.0
H12,F2H12C12024.22,6.0,27-11-2024,1084743,18,15-05-2025,169,24.1,27.02,0.35,1.12,0.31,0.79,1.86,2.43,40545.0,0.0,16706.6,17943.17,29.0,19179.77,31.0,20416.38,33.0,618303.51,57%,HARVESTED,2024-2025,1.0
H12,F2H12C12025.23,6.0,06-09-2025,1199150,20,30-10-2025,54,7.7,13.84,1.7,1.79,3.1,1.52,2.0,0.5,6692.0,1164.0,13277.0,15195.63,15.8,17114.27,17.8,19032.91,19.8,959320.0,80%,ACTIVE,2025-2026,1.0
J1,F2J01C12024.22,6.0,15-12-2024,1085474,18,19-03-2025,94,13.4,21.28,1.07,1.58,0.0,3.6,2.42,1.33,21502.0,2799.0,16169.2,17688.88,23.3,19208.55,25.3,20728.21,27.3,759831.8,70%,HARVESTED,2024-2025,1.0
J1,F2J01C12025.23,6.0,19-09-2025,1198824,20,29-10-2025,40,5.7,11.15,4.3,1.95,1.66,2.81,1.72,0.39,4338.0,1288.0,11094.5,13084.57,13.2,15074.62,15.2,17064.66,17.1,995023.92,83%,ACTIVE,2025-2026,1.0
J2,F2J02C12024.22,6.0,14-12-2024,1082570,18,14-05-2025,151,21.6,28.11,0.24,1.30,1.39,2.13,0.0,1.6,32044.0,0.0,20084.5,21513.48,30.1,22942.47,32.1,24371.47,34.1,714496.2,66%,HARVESTED,2024-2025,1.0
J2,F2J02C12025.23,6.0,19-09-2025,1199017,20,29-10-2025,40,5.7,10.0,2.31,1.75,2.56,2.63,1.88,0.43,4426.0,1376.0,10191.6,12229.97,12.0,14268.3,14.0,16306.63,16.0,1019164.45,85%,ACTIVE,2025-2026,1.0
J3,F2J03C12024.22,6.0,14-12-2024,1082880,18,14-05-2025,151,21.6,22.73,-5.0,1.05,0.85,1.28,1.04,14.82,32829.0,0.0,2215.3,2410.17,24.7,2605.09,26.7,2800.01,28.7,97459.2,9%,HARVESTED,2024-2025,1.0
J3,F2J03C12025.23,6.0,19-09-2025,1196580,20,29-10-2025,40,5.7,10.72,4.67,1.88,1.05,2.64,1.75,0.41,4484.0,1434.0,11031.5,13089.63,12.7,15147.75,14.7,17205.86,16.7,1029058.8,86%,ACTIVE,2025-2026,1.0
J4,F2J04C12024.22,6.0,13-12-2024,1081200,18,14-05-2025,152,21.7,29.2,0.3,1.34,1.14,2.04,0.87,2.3,32686.0,0.0,14207.0,15180.05,31.2,16153.13,33.2,17126.21,35.2,486540.0,45%,HARVESTED,2024-2025,1.0
J4,F2J04C12025.23,6.0,19-09-2025,1197840,20,29-10-2025,40,5.7,7.61,1.47,1.33,0.7,3.06,1.83,0.57,4558.0,1508.0,8021.7,10129.89,9.6,12238.09,11.6,14346.29,13.6,1054099.2,88%,ACTIVE,2025-2026,1.0
J5,F2J05C12024.22,6.0,13-12-2024,1086800,18,07-05-2025,145,20.7,27.39,1.6,1.32,1.09,0.88,1.11,5.92,33491.0,0.0,5655.8,6068.8,29.4,6481.79,31.4,6894.77,33.4,206492.0,19%,HARVESTED,2024-2025,1.0
J5,F2J05C12025.23,6.0,08-09-2025,1275530,21,29-10-2025,51,7.3,11.7,2.1,1.61,1.34,2.93,2.21,0.63,7652.0,1617.0,12237.4,14329.3,13.7,16421.17,15.7,18513.04,17.7,1045934.6,82%,ACTIVE,2025-2026,1.0
J6,F2J06C12024.22,6.0,13-12-2024,1081000,18,16-04-2025,124,17.7,21.67,1.41,1.22,1.05,1.31,1.1,3.25,31987.0,2300.0,9838.6,10746.65,23.7,11654.69,25.7,12562.73,27.7,454020.0,42%,HARVESTED,2024-2025,1.0
J6,F2J06C12025.24,6.0,08-09-2025,1274813,21,29-10-2025,51,7.3,10.52,0.74,1.44,2.4,1.91,2.36,0.67,7558.0,1640.0,11265.3,13406.96,12.5,15548.64,14.5,17690.33,16.5,1070842.92,84%,ACTIVE,2025-2026,1.0
J7,F2J07C12024.23,6.0,13-12-2024,1083534,18,19-03-2025,96,13.7,20.47,1.97,1.49,1.82,1.98,2.05,1.29,23445.0,2879.0,18187.5,19964.55,22.5,21741.54,24.5,23518.54,26.5,888497.88,82%,HARVESTED,2024-2025,1.0
J7,F2J07C12025.24,6.0,08-09-2025,1200622,20,29-10-2025,51,7.3,10.61,1.5,1.46,2.08,1.61,2.43,0.71,7537.0,1841.0,10573.0,12566.07,12.6,14559.11,14.6,16552.14,16.6,996516.26,83%,ACTIVE,2025-2026,1.0
J8,F2J08C12024.23,6.0,15-12-2024,1087566,18,08-05-2025,144,20.6,31.86,1.25,1.55,2.21,1.57,1.53,2.22,31574.0,0.0,14206.4,15098.24,33.9,15990.05,35.9,16881.85,37.9,445902.06,41%,HARVESTED,2024-2025,1.0
J8,F2J08C12025.24,6.0,19-09-2025,1197373,20,30-10-2025,41,5.9,11.99,3.42,2.05,3.24,2.96,1.77,0.41,4597.0,1547.0,11341.6,13233.49,14.0,15125.34,16.0,17017.19,18.0,945924.67,79%,ACTIVE,2025-2026,1.0
J9,F2J09C12024.22,6.0,17-12-2024,1751740,29,08-05-2025,142,20.3,23.88,0.79,1.18,0.58,3.13,0.59,2.76,45018.0,0.0,16314.3,17680.66,25.9,19047.01,27.9,20413.37,29.9,683178.6,39%,HARVESTED,2024-2025,1.0
J9,F2J09C12025.23,6.0,19-09-2025,1196260,20,30-10-2025,41,5.9,10.86,2.06,1.85,2.55,3.72,1.94,0.4,4468.0,1418.0,11302.5,13383.99,12.9,15465.48,14.9,17546.98,16.9,1040746.2,87%,ACTIVE,2025-2026,1.0
J10,F2J10C12024.22,6.0,17-12-2024,1759640,29,24-04-2025,128,18.3,20.34,1.47,1.11,0.39,1.9,1.08,1.95,44571.0,3581.0,22906.3,25158.63,22.3,27410.97,24.3,29663.31,26.3,1126169.6,64%,HARVESTED,2024-2025,1.0
J10,F2J10C12025.24,6.0,19-09-2025,1199097,20,30-10-2025,41,5.9,9.33,2.17,1.59,2.65,2.23,1.64,0.45,4324.0,1274.0,9621.3,11683.76,11.3,13746.2,13.3,15808.65,15.3,1031223.42,86%,ACTIVE,2025-2026,1.0
J11,F2J11C12024.22,6.0,17-12-2024,1674968,28,01-05-2025,135,19.3,21.38,0.6,1.11,1.16,1.15,1.04,2.91,42735.0,0.0,14682.4,16055.9,23.4,17429.38,25.4,18802.85,27.4,686736.88,41%,HARVESTED,2024-2025,1.0
J11,F2J11C12025.23,6.0,19-09-2025,1200712,20,30-10-2025,41,5.9,12.22,4.35,2.09,2.75,2.88,1.67,0.35,4413.0,1363.0,12618.5,14683.74,14.2,16748.97,16.2,18814.19,18.2,1032612.32,86%,ACTIVE,2025-2026,1.0
J12,F2J12C12024.22,6.0,17-12-2024,1675146,28,01-05-2025,135,19.3,20.7,0.9,1.07,1.06,0.45,1.85,4.16,41812.0,0.0,10055.9,11027.48,22.7,11999.07,24.7,12970.65,26.7,485792.34,29%,HARVESTED,2024-2025,1.0
J12,F2J12C12025.23,6.0,19-09-2025,1198728,20,30-10-2025,41,5.9,12.0,3.65,2.05,2.52,3.66,1.51,0.37,4420.0,1370.0,11795.5,13761.39,14.0,15727.31,16.0,17693.22,18.0,982956.96,82%,ACTIVE,2025-2026,1.0
J13,F2J13C12024.22,5.7,16-12-2024,1806550,32,01-05-2025,136,19.4,22.45,2.65,1.16,1.11,1.16,0.92,2.88,44409.0,0.0,15411.7,16784.66,24.4,18157.64,26.4,19530.61,28.4,686489.0,38%,HARVESTED,2024-2025,1.0
J13,F2J13C12025.23,6.0,19-09-2025,1200813,20,30-10-2025,41,5.9,11.62,2.12,1.98,3.96,2.6,2.33,0.38,4492.0,1442.0,11860.4,13901.81,13.6,15943.19,15.6,17984.58,17.6,1020691.05,85%,ACTIVE,2025-2026,1.0
J14,F2J14C12024.22,5.7,16-12-2024,1800900,32,24-04-2025,129,18.4,19.75,0.7,1.07,1.35,1.59,1.06,3.46,45585.0,0.0,13160.1,14492.75,21.8,15825.41,23.8,17158.08,25.8,666333.0,37%,HARVESTED,2024-2025,1.0
J14,F2J14C12025.23,6.0,19-09-2025,1199226,20,30-10-2025,41,5.9,8.68,0.35,1.48,1.73,4.5,1.56,0.53,4671.0,1621.0,8847.9,10886.57,10.7,12925.26,12.7,14963.94,14.7,1019342.1,85%,ACTIVE,2025-2026,1.0
